mae,components,perplexity,learning_rate,method,nearest_neighbors,min_dist,recombination_rate,replicate,train_test_split
17.968506423703257,nan,nan,nan,umap,50,0.25,high-recombination-rate,1,0
14.843241308607572,nan,nan,nan,umap,100,0.05,high-recombination-rate,1,0
15.991979115368345,nan,nan,nan,umap,100,0.1,high-recombination-rate,1,0
19.001437081115924,nan,nan,nan,umap,100,0.25,high-recombination-rate,1,0
13.169355978266692,2,nan,nan,pca,nan,nan,high-recombination-rate,1,1
11.258884180528796,3,nan,nan,pca,nan,nan,high-recombination-rate,1,1
11.114764885178463,4,nan,nan,pca,nan,nan,high-recombination-rate,1,1
10.659335677556491,5,nan,nan,pca,nan,nan,high-recombination-rate,1,1
10.601176445360169,6,nan,nan,pca,nan,nan,high-recombination-rate,1,1
8.25555523122839,2,nan,nan,mds,nan,nan,high-recombination-rate,1,1
6.417125654217959,3,nan,nan,mds,nan,nan,high-recombination-rate,1,1
5.639940840505234,4,nan,nan,mds,nan,nan,high-recombination-rate,1,1
4.995451516066974,5,nan,nan,mds,nan,nan,high-recombination-rate,1,1
4.527686264980857,6,nan,nan,mds,nan,nan,high-recombination-rate,1,1
4.183326737584261,7,nan,nan,mds,nan,nan,high-recombination-rate,1,1
3.8955506337720944,8,nan,nan,mds,nan,nan,high-recombination-rate,1,1
3.6659835243753935,9,nan,nan,mds,nan,nan,high-recombination-rate,1,1
3.445383855567822,10,nan,nan,mds,nan,nan,high-recombination-rate,1,1
12.190432301792708,nan,15.0,100.0,t-sne,nan,nan,high-recombination-rate,1,1
12.022183962839483,nan,15.0,200.0,t-sne,nan,nan,high-recombination-rate,1,1
11.946359677413145,nan,15.0,500.0,t-sne,nan,nan,high-recombination-rate,1,1
11.877809866970317,nan,30.0,100.0,t-sne,nan,nan,high-recombination-rate,1,1
12.059828865902043,nan,30.0,200.0,t-sne,nan,nan,high-recombination-rate,1,1
11.642203333786616,nan,30.0,500.0,t-sne,nan,nan,high-recombination-rate,1,1
12.571278305161462,nan,100.0,100.0,t-sne,nan,nan,high-recombination-rate,1,1
12.742732240463974,nan,100.0,200.0,t-sne,nan,nan,high-recombination-rate,1,1
13.09676196354271,nan,100.0,500.0,t-sne,nan,nan,high-recombination-rate,1,1
13.59295895127012,nan,200.0,100.0,t-sne,nan,nan,high-recombination-rate,1,1
12.846980236175103,nan,200.0,200.0,t-sne,nan,nan,high-recombination-rate,1,1
12.728209649475387,nan,200.0,500.0,t-sne,nan,nan,high-recombination-rate,1,1
13.40836124239091,nan,300.0,100.0,t-sne,nan,nan,high-recombination-rate,1,1
12.922093907164541,nan,300.0,200.0,t-sne,nan,nan,high-recombination-rate,1,1
13.02662305723339,nan,300.0,500.0,t-sne,nan,nan,high-recombination-rate,1,1
12.171221405670114,nan,nan,nan,umap,25,0.05,high-recombination-rate,1,1
12.343564183772994,nan,nan,nan,umap,25,0.1,high-recombination-rate,1,1
12.853162049589148,nan,nan,nan,umap,25,0.25,high-recombination-rate,1,1
14.126927410469548,nan,nan,nan,umap,50,0.05,high-recombination-rate,1,1
13.28968311247377,nan,nan,nan,umap,50,0.1,high-recombination-rate,1,1
12.788046560909283,nan,nan,nan,umap,50,0.25,high-recombination-rate,1,1
13.513051280520127,nan,nan,nan,umap,100,0.05,high-recombination-rate,1,1
14.71138867792025,nan,nan,nan,umap,100,0.1,high-recombination-rate,1,1
14.917707915518715,nan,nan,nan,umap,100,0.25,high-recombination-rate,1,1
16.503145744281248,2,nan,nan,pca,nan,nan,high-recombination-rate,1,2
14.34154606954847,3,nan,nan,pca,nan,nan,high-recombination-rate,1,2
13.227044396207697,4,nan,nan,pca,nan,nan,high-recombination-rate,1,2
12.969820554225652,5,nan,nan,pca,nan,nan,high-recombination-rate,1,2
12.783608978867198,6,nan,nan,pca,nan,nan,high-recombination-rate,1,2
10.33309598397367,2,nan,nan,mds,nan,nan,high-recombination-rate,1,2
7.985223780374571,3,nan,nan,mds,nan,nan,high-recombination-rate,1,2
6.678666333954063,4,nan,nan,mds,nan,nan,high-recombination-rate,1,2
5.7184849034951455,5,nan,nan,mds,nan,nan,high-recombination-rate,1,2
5.05907733942884,6,nan,nan,mds,nan,nan,high-recombination-rate,1,2
4.531491725146762,7,nan,nan,mds,nan,nan,high-recombination-rate,1,2
4.1418405909236276,8,nan,nan,mds,nan,nan,high-recombination-rate,1,2
3.8177669784603987,9,nan,nan,mds,nan,nan,high-recombination-rate,1,2
3.557858469023173,10,nan,nan,mds,nan,nan,high-recombination-rate,1,2
20.339528897269613,nan,15.0,100.0,t-sne,nan,nan,high-recombination-rate,1,2
19.80278315403588,nan,15.0,200.0,t-sne,nan,nan,high-recombination-rate,1,2
20.44376334100165,nan,15.0,500.0,t-sne,nan,nan,high-recombination-rate,1,2
21.152314642332758,nan,30.0,100.0,t-sne,nan,nan,high-recombination-rate,1,2
20.027296563995787,nan,30.0,200.0,t-sne,nan,nan,high-recombination-rate,1,2
20.175501351025666,nan,30.0,500.0,t-sne,nan,nan,high-recombination-rate,1,2
17.124151618427028,nan,100.0,100.0,t-sne,nan,nan,high-recombination-rate,1,2
17.594729367806995,nan,100.0,200.0,t-sne,nan,nan,high-recombination-rate,1,2
17.00596955235491,nan,100.0,500.0,t-sne,nan,nan,high-recombination-rate,1,2
15.211447558286714,nan,200.0,100.0,t-sne,nan,nan,high-recombination-rate,1,2
14.545829805666044,nan,200.0,200.0,t-sne,nan,nan,high-recombination-rate,1,2
15.191889129606269,nan,200.0,500.0,t-sne,nan,nan,high-recombination-rate,1,2
15.466315262959615,nan,300.0,100.0,t-sne,nan,nan,high-recombination-rate,1,2
15.531769605673052,nan,300.0,200.0,t-sne,nan,nan,high-recombination-rate,1,2
15.935155253674443,nan,300.0,500.0,t-sne,nan,nan,high-recombination-rate,1,2
18.27226991814667,nan,nan,nan,umap,25,0.05,high-recombination-rate,1,2
18.668098765169105,nan,nan,nan,umap,25,0.1,high-recombination-rate,1,2
17.64513919370795,nan,nan,nan,umap,25,0.25,high-recombination-rate,1,2
17.42260008474987,nan,nan,nan,umap,50,0.05,high-recombination-rate,1,2
17.072710178648894,nan,nan,nan,umap,50,0.1,high-recombination-rate,1,2
16.225054459961477,nan,nan,nan,umap,50,0.25,high-recombination-rate,1,2
17.02815933100433,nan,nan,nan,umap,100,0.05,high-recombination-rate,1,2
16.294573212438056,nan,nan,nan,umap,100,0.1,high-recombination-rate,1,2
15.618096123982589,nan,nan,nan,umap,100,0.25,high-recombination-rate,1,2
13.367872168453715,2,nan,nan,pca,nan,nan,high-recombination-rate,1,3
12.636805552704184,3,nan,nan,pca,nan,nan,high-recombination-rate,1,3
12.636640178009547,4,nan,nan,pca,nan,nan,high-recombination-rate,1,3
12.586317743797206,5,nan,nan,pca,nan,nan,high-recombination-rate,1,3
12.225644703933392,6,nan,nan,pca,nan,nan,high-recombination-rate,1,3
7.679571828204926,2,nan,nan,mds,nan,nan,high-recombination-rate,1,3
6.120622597652607,3,nan,nan,mds,nan,nan,high-recombination-rate,1,3
5.2557894103092995,4,nan,nan,mds,nan,nan,high-recombination-rate,1,3
4.613400849886017,5,nan,nan,mds,nan,nan,high-recombination-rate,1,3
4.089769068431791,6,nan,nan,mds,nan,nan,high-recombination-rate,1,3
3.722409970200887,7,nan,nan,mds,nan,nan,high-recombination-rate,1,3
3.440611979928174,8,nan,nan,mds,nan,nan,high-recombination-rate,1,3
3.2138999213223793,9,nan,nan,mds,nan,nan,high-recombination-rate,1,3
2.991257035279703,10,nan,nan,mds,nan,nan,high-recombination-rate,1,3
21.885555392028014,nan,15.0,100.0,t-sne,nan,nan,high-recombination-rate,1,3
22.39377472085605,nan,15.0,200.0,t-sne,nan,nan,high-recombination-rate,1,3
21.976339444151098,nan,15.0,500.0,t-sne,nan,nan,high-recombination-rate,1,3
21.26310410935691,nan,30.0,100.0,t-sne,nan,nan,high-recombination-rate,1,3
20.811873358685155,nan,30.0,200.0,t-sne,nan,nan,high-recombination-rate,1,3
19.80539853159385,nan,30.0,500.0,t-sne,nan,nan,high-recombination-rate,1,3
17.72528341236982,nan,100.0,100.0,t-sne,nan,nan,high-recombination-rate,1,3
16.525268114228172,nan,100.0,200.0,t-sne,nan,nan,high-recombination-rate,1,3
19.19137014363057,nan,100.0,500.0,t-sne,nan,nan,high-recombination-rate,1,3
16.524079270686034,nan,200.0,100.0,t-sne,nan,nan,high-recombination-rate,1,3
17.890076578848056,nan,200.0,200.0,t-sne,nan,nan,high-recombination-rate,1,3
18.899838615783263,nan,200.0,500.0,t-sne,nan,nan,high-recombination-rate,1,3
17.44250727200812,nan,300.0,100.0,t-sne,nan,nan,high-recombination-rate,1,3
16.848836441355502,nan,300.0,200.0,t-sne,nan,nan,high-recombination-rate,1,3
18.66616616771591,nan,300.0,500.0,t-sne,nan,nan,high-recombination-rate,1,3
24.209534330429875,nan,nan,nan,umap,25,0.05,high-recombination-rate,1,3
25.343151973604808,nan,nan,nan,umap,25,0.1,high-recombination-rate,1,3
26.77276964422212,nan,nan,nan,umap,25,0.25,high-recombination-rate,1,3
19.933997326815465,nan,nan,nan,umap,50,0.05,high-recombination-rate,1,3
22.702877123523688,nan,nan,nan,umap,50,0.1,high-recombination-rate,1,3
18.23689617103483,nan,nan,nan,umap,50,0.25,high-recombination-rate,1,3
18.293244692902235,nan,nan,nan,umap,100,0.05,high-recombination-rate,1,3
24.37347762966763,nan,nan,nan,umap,100,0.1,high-recombination-rate,1,3
26.405164291072996,nan,nan,nan,umap,100,0.25,high-recombination-rate,1,3
14.018491723228987,2,nan,nan,pca,nan,nan,high-recombination-rate,1,4
12.658603916900992,3,nan,nan,pca,nan,nan,high-recombination-rate,1,4
11.162922601126418,4,nan,nan,pca,nan,nan,high-recombination-rate,1,4
10.933618133200127,5,nan,nan,pca,nan,nan,high-recombination-rate,1,4
10.61930782827734,6,nan,nan,pca,nan,nan,high-recombination-rate,1,4
9.75347189626476,2,nan,nan,mds,nan,nan,high-recombination-rate,1,4
7.734551210693471,3,nan,nan,mds,nan,nan,high-recombination-rate,1,4
6.479294784466616,4,nan,nan,mds,nan,nan,high-recombination-rate,1,4
5.668804917735571,5,nan,nan,mds,nan,nan,high-recombination-rate,1,4
5.0224200460422574,6,nan,nan,mds,nan,nan,high-recombination-rate,1,4
4.583195269874178,7,nan,nan,mds,nan,nan,high-recombination-rate,1,4
4.1731059183996075,8,nan,nan,mds,nan,nan,high-recombination-rate,1,4
3.857389274481632,9,nan,nan,mds,nan,nan,high-recombination-rate,1,4
3.5918927974233155,10,nan,nan,mds,nan,nan,high-recombination-rate,1,4
14.972280860599886,nan,15.0,100.0,t-sne,nan,nan,high-recombination-rate,1,4
14.492837039260223,nan,15.0,200.0,t-sne,nan,nan,high-recombination-rate,1,4
14.882625150494357,nan,15.0,500.0,t-sne,nan,nan,high-recombination-rate,1,4
14.240925199152379,nan,30.0,100.0,t-sne,nan,nan,high-recombination-rate,1,4
15.528947073793836,nan,30.0,200.0,t-sne,nan,nan,high-recombination-rate,1,4
14.068362267486739,nan,30.0,500.0,t-sne,nan,nan,high-recombination-rate,1,4
14.798173573005105,nan,100.0,100.0,t-sne,nan,nan,high-recombination-rate,1,4
14.911244170916811,nan,100.0,200.0,t-sne,nan,nan,high-recombination-rate,1,4
14.920038817006592,nan,100.0,500.0,t-sne,nan,nan,high-recombination-rate,1,4
13.513121281960261,nan,200.0,100.0,t-sne,nan,nan,high-recombination-rate,1,4
13.418186661022787,nan,200.0,200.0,t-sne,nan,nan,high-recombination-rate,1,4
14.121828299763605,nan,200.0,500.0,t-sne,nan,nan,high-recombination-rate,1,4
13.06103491924427,nan,300.0,100.0,t-sne,nan,nan,high-recombination-rate,1,4
12.989214101415435,nan,300.0,200.0,t-sne,nan,nan,high-recombination-rate,1,4
13.307441474695752,nan,300.0,500.0,t-sne,nan,nan,high-recombination-rate,1,4
16.535370380715754,nan,nan,nan,umap,25,0.05,high-recombination-rate,1,4
16.072310791447325,nan,nan,nan,umap,25,0.1,high-recombination-rate,1,4
17.316609125773734,nan,nan,nan,umap,25,0.25,high-recombination-rate,1,4
16.678167842156245,nan,nan,nan,umap,50,0.05,high-recombination-rate,1,4
19.176570943815403,nan,nan,nan,umap,50,0.1,high-recombination-rate,1,4
22.30995062831103,nan,nan,nan,umap,50,0.25,high-recombination-rate,1,4
13.985604744158037,nan,nan,nan,umap,100,0.05,high-recombination-rate,1,4
15.951271060608867,nan,nan,nan,umap,100,0.1,high-recombination-rate,1,4
15.129041093307881,nan,nan,nan,umap,100,0.25,high-recombination-rate,1,4
12.377076750750222,2,nan,nan,pca,nan,nan,high-recombination-rate,1,5
12.373790523843855,3,nan,nan,pca,nan,nan,high-recombination-rate,1,5
12.063591389840443,4,nan,nan,pca,nan,nan,high-recombination-rate,1,5
11.716034672149638,5,nan,nan,pca,nan,nan,high-recombination-rate,1,5
11.709204490659067,6,nan,nan,pca,nan,nan,high-recombination-rate,1,5
8.262928607960134,2,nan,nan,mds,nan,nan,high-recombination-rate,1,5
6.878141978413698,3,nan,nan,mds,nan,nan,high-recombination-rate,1,5
6.0427175267101365,4,nan,nan,mds,nan,nan,high-recombination-rate,1,5
5.429276271200059,5,nan,nan,mds,nan,nan,high-recombination-rate,1,5
4.960573683741776,6,nan,nan,mds,nan,nan,high-recombination-rate,1,5
4.507079758413441,7,nan,nan,mds,nan,nan,high-recombination-rate,1,5
4.146567478367569,8,nan,nan,mds,nan,nan,high-recombination-rate,1,5
3.864088519024502,9,nan,nan,mds,nan,nan,high-recombination-rate,1,5
3.6251582922006755,10,nan,nan,mds,nan,nan,high-recombination-rate,1,5
13.872069474214419,nan,15.0,100.0,t-sne,nan,nan,high-recombination-rate,1,5
13.704717000297421,nan,15.0,200.0,t-sne,nan,nan,high-recombination-rate,1,5
13.729924302362253,nan,15.0,500.0,t-sne,nan,nan,high-recombination-rate,1,5
12.949497246452744,nan,30.0,100.0,t-sne,nan,nan,high-recombination-rate,1,5
12.97050704509654,nan,30.0,200.0,t-sne,nan,nan,high-recombination-rate,1,5
13.61314769683303,nan,30.0,500.0,t-sne,nan,nan,high-recombination-rate,1,5
12.964381319697576,nan,100.0,100.0,t-sne,nan,nan,high-recombination-rate,1,5
12.92575925900061,nan,100.0,200.0,t-sne,nan,nan,high-recombination-rate,1,5
12.79867833168785,nan,100.0,500.0,t-sne,nan,nan,high-recombination-rate,1,5
14.928800884938887,nan,200.0,100.0,t-sne,nan,nan,high-recombination-rate,1,5
15.455684651414401,nan,200.0,200.0,t-sne,nan,nan,high-recombination-rate,1,5
15.43339017189815,nan,200.0,500.0,t-sne,nan,nan,high-recombination-rate,1,5
15.557108658851806,nan,300.0,100.0,t-sne,nan,nan,high-recombination-rate,1,5
15.88130729383185,nan,300.0,200.0,t-sne,nan,nan,high-recombination-rate,1,5
14.728786540978874,nan,300.0,500.0,t-sne,nan,nan,high-recombination-rate,1,5
14.680026301583567,nan,nan,nan,umap,25,0.05,high-recombination-rate,1,5
14.224865782901283,nan,nan,nan,umap,25,0.1,high-recombination-rate,1,5
15.20780644123261,nan,nan,nan,umap,25,0.25,high-recombination-rate,1,5
14.602529165215335,nan,nan,nan,umap,50,0.05,high-recombination-rate,1,5
14.7754814941933,nan,nan,nan,umap,50,0.1,high-recombination-rate,1,5
15.470425410791021,nan,nan,nan,umap,50,0.25,high-recombination-rate,1,5
14.404993282544861,nan,nan,nan,umap,100,0.05,high-recombination-rate,1,5
14.021892575088668,nan,nan,nan,umap,100,0.1,high-recombination-rate,1,5
15.43534564435694,nan,nan,nan,umap,100,0.25,high-recombination-rate,1,5
16.087331822967656,2,nan,nan,pca,nan,nan,high-recombination-rate,1,6
14.76274161513572,3,nan,nan,pca,nan,nan,high-recombination-rate,1,6
14.471083451816234,4,nan,nan,pca,nan,nan,high-recombination-rate,1,6
12.860695984530413,5,nan,nan,pca,nan,nan,high-recombination-rate,1,6
12.361071328676376,6,nan,nan,pca,nan,nan,high-recombination-rate,1,6
6.852999739985068,2,nan,nan,mds,nan,nan,high-recombination-rate,1,6
6.145598002435224,3,nan,nan,mds,nan,nan,high-recombination-rate,1,6
5.498496928346628,4,nan,nan,mds,nan,nan,high-recombination-rate,1,6
4.9311251484954415,5,nan,nan,mds,nan,nan,high-recombination-rate,1,6
4.491566119568457,6,nan,nan,mds,nan,nan,high-recombination-rate,1,6
4.102463419181006,7,nan,nan,mds,nan,nan,high-recombination-rate,1,6
3.7648264035371337,8,nan,nan,mds,nan,nan,high-recombination-rate,1,6
3.5102836309782677,9,nan,nan,mds,nan,nan,high-recombination-rate,1,6
3.3056388601105513,10,nan,nan,mds,nan,nan,high-recombination-rate,1,6
15.37495734197827,nan,15.0,100.0,t-sne,nan,nan,high-recombination-rate,1,6
14.72634140355325,nan,15.0,200.0,t-sne,nan,nan,high-recombination-rate,1,6
15.323091065799968,nan,15.0,500.0,t-sne,nan,nan,high-recombination-rate,1,6
15.334310964685283,nan,30.0,100.0,t-sne,nan,nan,high-recombination-rate,1,6
14.794975708929496,nan,30.0,200.0,t-sne,nan,nan,high-recombination-rate,1,6
15.07345353061649,nan,30.0,500.0,t-sne,nan,nan,high-recombination-rate,1,6
11.90771944093323,nan,100.0,100.0,t-sne,nan,nan,high-recombination-rate,1,6
11.915864676011667,nan,100.0,200.0,t-sne,nan,nan,high-recombination-rate,1,6
12.152735946428045,nan,100.0,500.0,t-sne,nan,nan,high-recombination-rate,1,6
12.084462709772039,nan,200.0,100.0,t-sne,nan,nan,high-recombination-rate,1,6
11.505513518748508,nan,200.0,200.0,t-sne,nan,nan,high-recombination-rate,1,6
12.05914539823141,nan,200.0,500.0,t-sne,nan,nan,high-recombination-rate,1,6
10.992461525361103,nan,300.0,100.0,t-sne,nan,nan,high-recombination-rate,1,6
11.022740107740638,nan,300.0,200.0,t-sne,nan,nan,high-recombination-rate,1,6
11.70345006997146,nan,300.0,500.0,t-sne,nan,nan,high-recombination-rate,1,6
16.48054432625193,nan,nan,nan,umap,25,0.05,high-recombination-rate,1,6
16.89917117937281,nan,nan,nan,umap,25,0.1,high-recombination-rate,1,6
15.579934022715864,nan,nan,nan,umap,25,0.25,high-recombination-rate,1,6
17.802139880374543,nan,nan,nan,umap,50,0.05,high-recombination-rate,1,6
17.200249887197373,nan,nan,nan,umap,50,0.1,high-recombination-rate,1,6
18.51816023621795,nan,nan,nan,umap,50,0.25,high-recombination-rate,1,6
17.457062852069427,nan,nan,nan,umap,100,0.05,high-recombination-rate,1,6
21.75178950419718,nan,nan,nan,umap,100,0.1,high-recombination-rate,1,6
18.66244567388371,nan,nan,nan,umap,100,0.25,high-recombination-rate,1,6
12.051769856016662,2,nan,nan,pca,nan,nan,high-recombination-rate,1,7
11.629099751353554,3,nan,nan,pca,nan,nan,high-recombination-rate,1,7
11.053190187993753,4,nan,nan,pca,nan,nan,high-recombination-rate,1,7
10.851676481848523,5,nan,nan,pca,nan,nan,high-recombination-rate,1,7
10.568277393293744,6,nan,nan,pca,nan,nan,high-recombination-rate,1,7
8.789342337244758,2,nan,nan,mds,nan,nan,high-recombination-rate,1,7
7.244811503443939,3,nan,nan,mds,nan,nan,high-recombination-rate,1,7
6.348014242128991,4,nan,nan,mds,nan,nan,high-recombination-rate,1,7
5.592874054284527,5,nan,nan,mds,nan,nan,high-recombination-rate,1,7
4.970258760356367,6,nan,nan,mds,nan,nan,high-recombination-rate,1,7
4.486679408093862,7,nan,nan,mds,nan,nan,high-recombination-rate,1,7
4.111236308345822,8,nan,nan,mds,nan,nan,high-recombination-rate,1,7
3.7971439969610237,9,nan,nan,mds,nan,nan,high-recombination-rate,1,7
3.510096676804329,10,nan,nan,mds,nan,nan,high-recombination-rate,1,7
16.791973658112596,nan,15.0,100.0,t-sne,nan,nan,high-recombination-rate,1,7
16.559763195719473,nan,15.0,200.0,t-sne,nan,nan,high-recombination-rate,1,7
15.941928843454066,nan,15.0,500.0,t-sne,nan,nan,high-recombination-rate,1,7
15.155702060531855,nan,30.0,100.0,t-sne,nan,nan,high-recombination-rate,1,7
14.978639413666963,nan,30.0,200.0,t-sne,nan,nan,high-recombination-rate,1,7
15.597778686050775,nan,30.0,500.0,t-sne,nan,nan,high-recombination-rate,1,7
14.413438234942458,nan,100.0,100.0,t-sne,nan,nan,high-recombination-rate,1,7
14.478646602868244,nan,100.0,200.0,t-sne,nan,nan,high-recombination-rate,1,7
12.59961772011219,nan,100.0,500.0,t-sne,nan,nan,high-recombination-rate,1,7
14.262739777190161,nan,200.0,100.0,t-sne,nan,nan,high-recombination-rate,1,7
14.072120961991697,nan,200.0,200.0,t-sne,nan,nan,high-recombination-rate,1,7
14.809505374197858,nan,200.0,500.0,t-sne,nan,nan,high-recombination-rate,1,7
13.487341990311737,nan,300.0,100.0,t-sne,nan,nan,high-recombination-rate,1,7
13.628763090100415,nan,300.0,200.0,t-sne,nan,nan,high-recombination-rate,1,7
13.174012223281595,nan,300.0,500.0,t-sne,nan,nan,high-recombination-rate,1,7
18.648202769950256,nan,nan,nan,umap,25,0.05,high-recombination-rate,1,7
18.097714352674032,nan,nan,nan,umap,25,0.1,high-recombination-rate,1,7
19.42646485465442,nan,nan,nan,umap,25,0.25,high-recombination-rate,1,7
18.65698502396081,nan,nan,nan,umap,50,0.05,high-recombination-rate,1,7
19.2239879364492,nan,nan,nan,umap,50,0.1,high-recombination-rate,1,7
18.559561955522387,nan,nan,nan,umap,50,0.25,high-recombination-rate,1,7
21.492118224427582,nan,nan,nan,umap,100,0.05,high-recombination-rate,1,7
20.852529298050275,nan,nan,nan,umap,100,0.1,high-recombination-rate,1,7
19.962820962798045,nan,nan,nan,umap,100,0.25,high-recombination-rate,1,7
14.044618130361513,2,nan,nan,pca,nan,nan,high-recombination-rate,1,8
14.47724423646575,3,nan,nan,pca,nan,nan,high-recombination-rate,1,8
14.69798545959935,4,nan,nan,pca,nan,nan,high-recombination-rate,1,8
14.687270480942573,5,nan,nan,pca,nan,nan,high-recombination-rate,1,8
14.75094651724025,6,nan,nan,pca,nan,nan,high-recombination-rate,1,8
8.839691456839788,2,nan,nan,mds,nan,nan,high-recombination-rate,1,8
7.220406321629165,3,nan,nan,mds,nan,nan,high-recombination-rate,1,8
6.188861108653878,4,nan,nan,mds,nan,nan,high-recombination-rate,1,8
5.44201126273509,5,nan,nan,mds,nan,nan,high-recombination-rate,1,8
4.82875666749082,6,nan,nan,mds,nan,nan,high-recombination-rate,1,8
4.343416484801601,7,nan,nan,mds,nan,nan,high-recombination-rate,1,8
3.95718671605624,8,nan,nan,mds,nan,nan,high-recombination-rate,1,8
3.669099856365843,9,nan,nan,mds,nan,nan,high-recombination-rate,1,8
3.401764150046519,10,nan,nan,mds,nan,nan,high-recombination-rate,1,8
20.230575203758047,nan,15.0,100.0,t-sne,nan,nan,high-recombination-rate,1,8
20.285113936438876,nan,15.0,200.0,t-sne,nan,nan,high-recombination-rate,1,8
20.18062104439716,nan,15.0,500.0,t-sne,nan,nan,high-recombination-rate,1,8
18.16949368726421,nan,30.0,100.0,t-sne,nan,nan,high-recombination-rate,1,8
17.85006273202053,nan,30.0,200.0,t-sne,nan,nan,high-recombination-rate,1,8
18.12065068654697,nan,30.0,500.0,t-sne,nan,nan,high-recombination-rate,1,8
18.109657128149745,nan,100.0,100.0,t-sne,nan,nan,high-recombination-rate,1,8
17.31502056333836,nan,100.0,200.0,t-sne,nan,nan,high-recombination-rate,1,8
16.82617949792991,nan,100.0,500.0,t-sne,nan,nan,high-recombination-rate,1,8
16.67595320415397,nan,200.0,100.0,t-sne,nan,nan,high-recombination-rate,1,8
15.632250716649208,nan,200.0,200.0,t-sne,nan,nan,high-recombination-rate,1,8
16.546642702724256,nan,200.0,500.0,t-sne,nan,nan,high-recombination-rate,1,8
14.851246464744564,nan,300.0,100.0,t-sne,nan,nan,high-recombination-rate,1,8
14.826365242269969,nan,300.0,200.0,t-sne,nan,nan,high-recombination-rate,1,8
14.388074328328345,nan,300.0,500.0,t-sne,nan,nan,high-recombination-rate,1,8
21.25238872109712,nan,nan,nan,umap,25,0.05,high-recombination-rate,1,8
20.02911485368461,nan,nan,nan,umap,25,0.1,high-recombination-rate,1,8
21.984251250442853,nan,nan,nan,umap,25,0.25,high-recombination-rate,1,8
19.09155255758254,nan,nan,nan,umap,50,0.05,high-recombination-rate,1,8
21.182959926257148,nan,nan,nan,umap,50,0.1,high-recombination-rate,1,8
23.135708778171598,nan,nan,nan,umap,50,0.25,high-recombination-rate,1,8
22.90128995494819,nan,nan,nan,umap,100,0.05,high-recombination-rate,1,8
23.30308931240338,nan,nan,nan,umap,100,0.1,high-recombination-rate,1,8
20.356265615719764,nan,nan,nan,umap,100,0.25,high-recombination-rate,1,8
13.383939628770849,2,nan,nan,pca,nan,nan,high-recombination-rate,1,9
11.690472443694027,3,nan,nan,pca,nan,nan,high-recombination-rate,1,9
12.141340577041342,4,nan,nan,pca,nan,nan,high-recombination-rate,1,9
