strain	date	accession	country	region	segment_name
A/Utah/31/2017	2017-06-07	CY238859	USA	N	4
A/Utah/32/2016	2016-04-07	KX416840	USA	N	4
A/Utah/33/2016	2016-04-07	KX416848	USA	N	4
A/Utah/33/2017	2017-10-12	CY255861	USA	N	4
A/Utah/34/2016	2016-04-22	KX917788	USA	N	4
A/Utah/35/2017	2017-11-08	CY260702	USA	N	4
A/Utah/36/2016	2016-04-23	KX917796	USA	N	4
A/Utah/36/2017	2017-11-16	CY261335	USA	N	4
A/Utah/38/2017	2017-11-22	CY261343	USA	N	4
A/Utah/39/2016	2016-05-09	KX918124	USA	N	4
A/Utah/41/2016	2016-05-24	KX916196	USA	N	4
A/Utah/42/2017	2017-12-08	CY264457	USA	N	4
A/Utah/43/2016	2016-07-10	KX916980	USA	N	4
A/Utah/43/2017	2017-12-08	CY265141	USA	N	4
A/Utah/44/2016	2016-10-21	KY289348	USA	N	4
A/Utah/44/2017	2017-12-09	CY265149	USA	N	4
A/Utah/45/2016	2016-10-26	KY289437	USA	N	4
A/Utah/47/2016	2016-11-11	CY209336	USA	N	4
A/Utah/48/2016	2016-11-20	CY210591	USA	N	4
A/Utah/50/2016	2016-12-06	CY227094	USA	N	4
A/Utah/51/2016	2016-12-08	CY212642	USA	N	4
A/Utah/52/2016	2016-12-20	CY228102	USA	N	4
A/Utah/53/2016	2016-12-22	CY228094	USA	N	4
A/Utah/6661/2018	2018-01-05	MH779009	USA	N	4
A/Utah/6714/2018	2018-01-05	MH779062	USA	N	4
A/Utah/7262/2018	2018-02-27	MK401428	USA	N	4
A/Varamin/49785/2016	2016-03-30	KY328773	Iran	N	4
A/Vermont/01/2016	2016-01-13	KX916988	USA	N	4
A/Vermont/02/2016	2016-01-30	KX414409	USA	N	4
A/Vermont/04/2017	2017-02-01	CY220479	USA	N	4
A/Vermont/06/2017	2017-02-08	CY223982	USA	N	4
A/Vermont/08/2017	2017-03-02	CY227446	USA	N	4
A/Vermont/09/2017	2017-03-13	CY228509	USA	N	4
A/Vermont/10/2017	2017-03-13	CY228517	USA	N	4
A/Vermont/11/2017	2017-04-01	CY232500	USA	N	4
A/Vermont/12/2017	2017-04-01	CY232508	USA	N	4
A/Vermont/13/2017	2017-09-03	CY245214	USA	N	4
A/Vermont/14/2017	2017-09-05	CY245222	USA	N	4
A/Vermont/16/2016	2016-04-15	KX416872	USA	N	4
A/Vermont/20/2016	2016-04-27	KX918004	USA	N	4
A/Vermont/21/2016	2016-04-28	KX917996	USA	N	4
A/Vermont/27/2016	2016-05-05	KX916604	USA	N	4
A/Vermont/32/2016	2016-10-08	KY289132	USA	N	4
A/Vermont/33/2016	2016-11-19	CY210815	USA	N	4
A/Vermont/35/2016	2016-12-05	CY212802	USA	N	4
A/Vermont/36/2016	2016-12-13	CY212810	USA	N	4
A/Vermont/38/2016	2016-12-27	CY214362	USA	N	4
A/Victoria/100/2017	2017-08-23	MN572991	Australia	S	4
A/Victoria/1012/2016	2016-09-16	CY255089	Australia	S	4
A/Victoria/1014/2016	2016-09-12	CY255105	Australia	S	4
A/Victoria/109/2016	2016-09-02	CY255241	Australia	S	4
A/Victoria/109/2017	2017-08-10	MN573015	Australia	S	4
A/Victoria/12/2016	2016-06-18	CY254385	Australia	S	4
A/Victoria/121/2017	2017-08-16	MN573023	Australia	S	4
A/Victoria/122/2017	2017-08-08	MN573031	Australia	S	4
A/Victoria/123/2016	2016-09-10	CY255249	Australia	S	4
A/Victoria/135/2017	2017-08-03	MN573039	Australia	S	4
A/Victoria/142/2017	2017-07-26	MN573047	Australia	S	4
A/Victoria/174/2017	2017-08-31	MN573071	Australia	S	4
A/Victoria/2000/2017	2017-01-08	MN573079	Australia	S	4
A/Victoria/2001/2017	2017-01-20	MN573087	Australia	S	4
A/Victoria/2002/2017	2017-01-25	MN573095	Australia	S	4
A/Victoria/2004/2017	2017-02-14	MN573111	Australia	S	4
A/Victoria/2005/2018	2018-01-23	MN573119	Australia	S	4
A/Victoria/2015/2016	2016-03-15	CY254289	Australia	S	4
A/Victoria/2023/2017	2017-05-29	MN573159	Australia	S	4
A/Victoria/2033/2017	2017-07-05	MN573175	Australia	S	4
A/Victoria/2045/2016	2016-07-16	CY254441	Australia	S	4
A/Victoria/2049/2016	2016-07-24	CY254681	Australia	S	4
A/Victoria/2069/2018	2018-09-24	MN573255	Australia	S	4
A/Victoria/2073/2016	2016-08-09	CY254857	Australia	S	4
A/Victoria/2074/2016	2016-08-09	CY254793	Australia	S	4
A/Victoria/2079/2016	2016-08-11	CY254921	Australia	S	4
A/Victoria/2097/2016	2016-08-16	CY254865	Australia	S	4
A/Victoria/2102/2016	2016-08-16	CY254873	Australia	S	4
A/Victoria/2111/2016	2016-08-18	CY254785	Australia	S	4
A/Victoria/2112/2017	2017-08-12	MN573311	Australia	S	4
A/Victoria/24/2017	2017-05-02	MN573383	Australia	S	4
A/Victoria/2516/2016	2016-08-29	CY255073	Australia	S	4
A/Victoria/42/2016	2016-07-20	CY254665	Australia	S	4
A/Victoria/501/2017	2017-06-15	MN573423	Australia	S	4
A/Victoria/508/2016	2016-07-23	CY254513	Australia	S	4
A/Victoria/510/2017	2017-06-29	MN573431	Australia	S	4
A/Victoria/513/2016	2016-07-20	CY254601	Australia	S	4
A/Victoria/515/2017	2017-07-04	MN573439	Australia	S	4
A/Victoria/52/2016	2016-07-30	CY254761	Australia	S	4
A/Victoria/539/2016	2016-07-26	CY254585	Australia	S	4
A/Victoria/539/2017	2017-07-09	MN573447	Australia	S	4
A/Victoria/542/2016	2016-08-01	CY254593	Australia	S	4
A/Victoria/546/2016	2016-07-31	CY254689	Australia	S	4
A/Victoria/548/2016	2016-08-15	CY254705	Australia	S	4
A/Victoria/552/2017	2017-07-13	MN573463	Australia	S	4
A/Victoria/554/2016	2016-08-11	CY254801	Australia	S	4
A/Victoria/558/2017	2017-07-15	MN573495	Australia	S	4
A/Victoria/561/2016	2016-08-10	CY254809	Australia	S	4
A/Victoria/565/2017	2017-07-18	MN573503	Australia	S	4
A/Victoria/566/2016	2016-08-08	CY254817	Australia	S	4
A/Victoria/567/2017	2017-07-17	MN573511	Australia	S	4
A/Victoria/569/2017	2017-07-17	MN573519	Australia	S	4
A/Victoria/576/2016	2016-08-05	CY254825	Australia	S	4
A/Victoria/580/2016	2016-08-09	CY254745	Australia	S	4
A/Victoria/582/2016	2016-08-17	CY254897	Australia	S	4
A/Victoria/589/2016	2016-08-21	CY254905	Australia	S	4
A/Victoria/595/2017	2017-07-24	MN573527	Australia	S	4
A/Victoria/600/2016	2016-08-23	CY254977	Australia	S	4
A/Victoria/600/2017	2017-07-12	MN573559	Australia	S	4
A/Victoria/601/2017	2017-07-12	MN573567	Australia	S	4
A/Victoria/602/2017	2017-07-12	MN573575	Australia	S	4
A/Victoria/603/2017	2017-07-12	MN573583	Australia	S	4
A/Victoria/604/2017	2017-07-11	MN573591	Australia	S	4
A/Victoria/611/2017	2017-07-25	MN573607	Australia	S	4
A/Victoria/614/2017	2017-07-25	MN573623	Australia	S	4
A/Victoria/623/2017	2017-07-25	MN573647	Australia	S	4
A/Victoria/624/2016	2016-09-16	CY255265	Australia	S	4
A/Victoria/63/2016	2016-08-08	CY254849	Australia	S	4
A/Victoria/656/2017	2017-08-22	MN573663	Australia	S	4
A/Victoria/660/2016	2016-10-26	CY255465	Australia	S	4
A/Victoria/661/2017	2017-08-22	MN573703	Australia	S	4
A/Victoria/663/2016	2016-11-09	CY255473	Australia	S	4
A/Victoria/668/2016	2016-11-01	CY255393	Australia	S	4
A/Victoria/670/2016	2016-11-11	CY255481	Australia	S	4
A/Victoria/670/2017	2017-08-18	MN573751	Australia	S	4
A/Victoria/673/2017	2017-08-18	MN573759	Australia	S	4
A/Victoria/675/2017	2017-08-17	MN573775	Australia	S	4
A/Victoria/677/2017	2017-08-17	MN573783	Australia	S	4
A/Victoria/679/2017	2017-08-25	MN573791	Australia	S	4
A/Victoria/682/2017	2017-08-18	MN573807	Australia	S	4
A/Victoria/685/2017	2017-08-22	MN573823	Australia	S	4
A/Victoria/688/2017	2017-08-18	MN573839	Australia	S	4
A/Victoria/690/2017	2017-08-18	MN573855	Australia	S	4
A/Victoria/691/2017	2017-08-17	MN573863	Australia	S	4
A/Victoria/692/2017	2017-08-24	MN573871	Australia	S	4
A/Victoria/694/2017	2017-08-22	MN573887	Australia	S	4
A/Victoria/695/2017	2017-08-17	MN573895	Australia	S	4
A/Victoria/70/2016	2016-08-12	CY254769	Australia	S	4
A/Victoria/700/2017	2017-08-30	MN573903	Australia	S	4
A/Victoria/701/2018	2018-09-21	MN573911	Australia	S	4
A/Victoria/705/2017	2017-08-29	MN573935	Australia	S	4
A/Victoria/71/2016	2016-08-22	CY254993	Australia	S	4
A/Victoria/712/2017	2017-08-31	MN573959	Australia	S	4
A/Victoria/713/2018	2018-09-01	MN573975	Australia	S	4
A/Victoria/716/2017	2017-08-30	MN573991	Australia	S	4
A/Victoria/72/2016	2016-08-29	CY255009	Australia	S	4
A/Victoria/722/2018	2018-08-25	MN574023	Australia	S	4
A/Victoria/76/2017	2017-08-03	MN574087	Australia	S	4
A/Victoria/801/2017	2017-08-17	MN574111	Australia	S	4
A/Victoria/802/2017	2017-08-17	MN574119	Australia	S	4
A/Victoria/804/2017	2017-08-17	MN574127	Australia	S	4
A/Victoria/808/2016	2016-08-13	CY254697	Australia	S	4
A/Victoria/810/2017	2017-08-18	MN574143	Australia	S	4
A/Victoria/822/2017	2017-08-20	MN574159	Australia	S	4
A/Victoria/827/2017	2017-08-21	MN574175	Australia	S	4
A/Victoria/829/2017	2017-08-21	MN574183	Australia	S	4
A/Victoria/89/2017	2017-07-20	MN574199	Australia	S	4
A/Victoria/909/2016	2016-08-11	CY254833	Australia	S	4
A/Victoria/934/2017	2017-07-24	MN574239	Australia	S	4
A/Victoria/941/2017	2017-08-06	MN574263	Australia	S	4
A/Victoria/946/2017	2017-06-16	MN574271	Australia	S	4
A/Virginia/01/2017	2017-01-01	CY214954	USA	N	4
A/Virginia/03/2017	2017-01-02	CY214946	USA	N	4
A/Virginia/07/2017	2017-01-18	CY216657	USA	N	4
A/Virginia/08/2017	2017-01-22	CY216665	USA	N	4
A/Virginia/11/2017	2017-02-14	CY223990	USA	N	4
A/Virginia/25/2017	2017-03-30	CY232324	USA	N	4
A/Virginia/26/2016	2016-03-27	KX413110	USA	N	4
A/Virginia/26/2017	2017-03-30	CY232332	USA	N	4
A/Virginia/27/2016	2016-03-26	KX413118	USA	N	4
A/Virginia/27/2017	2017-04-07	CY234850	USA	N	4
A/Virginia/28/2017	2017-04-19	CY234858	USA	N	4
A/Virginia/30/2017	2017-08-30	CY244894	USA	N	4
A/Virginia/32/2017	2017-10-21	CY258236	USA	N	4
A/Virginia/34/2017	2017-11-24	CY263176	USA	N	4
A/Virginia/35/2017	2017-11-24	CY263184	USA	N	4
A/Virginia/37/2016	2016-04-20	KX413270	USA	N	4
A/Virginia/39/2016	2016-03-10	KX416056	USA	N	4
A/Virginia/43/2016	2016-03-20	KX416272	USA	N	4
A/Virginia/52/2016	2016-04-13	KX917764	USA	N	4
A/Virginia/55/2016	2016-04-20	KX917756	USA	N	4
A/Virginia/61/2016	2016-10-24	KY289103	USA	N	4
A/Virginia/63/2016	2016-11-30	CY210807	USA	N	4
A/Virginia/64/2016	2016-12-06	CY212434	USA	N	4
A/Virginia/65/2016	2016-12-06	CY212450	USA	N	4
A/Virginia/66/2016	2016-12-09	CY212442	USA	N	4
A/Virginia/68/2016	2016-12-14	CY212466	USA	N	4
A/Washington/02/2017	2017-01-10	CY218086	USA	N	4
A/Washington/03/2017	2017-01-10	CY218094	USA	N	4
A/Washington/04/2017	2017-01-04	CY215042	USA	N	4
A/Washington/05/2016	2016-01-12	KX414025	USA	N	4
A/Washington/05/2017	2017-01-04	CY215050	USA	N	4
A/Washington/07/2017	2017-01-20	CY226543	USA	N	4
A/Washington/08/2016	2016-01-01	KX414049	USA	N	4
A/Washington/09/2017	2017-01-24	CY226551	USA	N	4
A/Washington/101/2016	2016-12-15	CY212954	USA	N	4
A/Washington/102/2016	2016-10-31	CY213178	USA	N	4
A/Washington/104/2016	2016-11-15	CY213194	USA	N	4
A/Washington/106/2016	2016-12-18	CY243431	USA	N	4
A/Washington/110/2016	2016-12-27	CY214650	USA	N	4
A/Washington/111/2016	2016-12-27	CY214658	USA	N	4
A/Washington/15/2017	2017-01-24	CY221814	USA	N	4
A/Washington/16/2017	2017-01-25	CY238811	USA	N	4
A/Washington/17/2016	2016-01-19	KX414249	USA	N	4
A/Washington/18/2016	2016-01-20	KX414265	USA	N	4
A/Washington/19/2017	2017-02-16	CY227038	USA	N	4
A/Washington/20/2017	2017-02-08	CY222021	USA	N	4
A/Washington/23/2017	2017-02-12	CY222029	USA	N	4
A/Washington/24/2017	2017-01-30	CY223029	USA	N	4
A/Washington/25/2017	2017-02-21	CY223037	USA	N	4
A/Washington/26/2016	2016-01-19	KX414577	USA	N	4
A/Washington/28/2017	2017-03-06	CY230197	USA	N	4
A/Washington/289/2017	2017-04-04	CY235768	USA	N	4
A/Washington/29/2016	2016-02-18	KX415048	USA	N	4
A/Washington/29/2017	2017-02-27	CY225342	USA	N	4
A/Washington/291/2017	2017-04-26	CY235776	USA	N	4
A/Washington/292/2017	2017-05-08	CY238851	USA	N	4
A/Washington/294/2017	2017-07-07	CY242238	USA	N	4
A/Washington/296/2017	2017-09-16	CY250404	USA	N	4
A/Washington/297/2017	2017-09-16	CY245470	USA	N	4
A/Washington/298/2017	2017-08-17	CY255805	USA	N	4
A/Washington/30/2016	2016-02-19	KY044366	USA	N	4
A/Washington/30/2017	2017-03-03	CY225334	USA	N	4
A/Washington/302/2017	2017-09-25	CY256173	USA	N	4
A/Washington/303/2017	2017-09-28	CY256165	USA	N	4
A/Washington/304/2017	2017-09-30	CY256181	USA	N	4
A/Washington/323/2017	2017-12-14	CY265109	USA	N	4
A/Washington/33/2017	2017-03-19	CY228589	USA	N	4
A/Washington/35/2016	2016-02-05	KX415088	USA	N	4
A/Washington/36/2016	2016-02-12	KX415096	USA	N	4
A/Washington/37/2017	2017-03-20	CY234408	USA	N	4
A/Washington/40/2017	2017-04-17	CY235616	USA	N	4
A/Washington/41/2016	2016-03-04	KX917220	USA	N	4
A/Washington/50/2016	2016-03-31	KY044463	USA	N	4
A/Washington/52/2016	2016-04-11	KX416824	USA	N	4
A/Washington/56/2016	2016-03-21	KX917468	USA	N	4
A/Washington/63/2016	2016-04-06	KX917612	USA	N	4
A/Washington/65/2016	2016-04-07	KX917956	USA	N	4
A/Washington/6664/2018	2018-01-08	MH779012	USA	N	4
A/Washington/71/2016	2016-04-24	KX917972	USA	N	4
A/Washington/7195/2018	2018-02-07	MK400791	USA	N	4
A/Washington/72/2016	2016-05-02	KX917948	USA	N	4
A/Washington/75/2016	2016-05-13	KX916756	USA	N	4
A/Washington/77/2016	2016-10-03	KY116438	USA	N	4
A/Washington/78/2016	2016-10-05	KY116446	USA	N	4
A/Washington/79/2016	2016-10-14	KY289579	USA	N	4
A/Washington/80/2016	2016-10-19	KY289627	USA	N	4
A/Washington/82/2016	2016-10-16	KY289439	USA	N	4
A/Washington/85/2016	2016-10-31	CY209312	USA	N	4
A/Washington/87/2016	2016-11-29	CY217914	USA	N	4
A/Washington/90/2016	2016-12-05	CY218937	USA	N	4
A/Washington/94/2016	2016-12-12	CY217970	USA	N	4
A/Washington/98/2016	2016-12-27	CY217994	USA	N	4
A/Washington/99/2016	2016-12-27	CY218002	USA	N	4
A/Wisconsin/01/2017	2017-01-03	CY218008	USA	N	4
A/Wisconsin/02/2017	2017-01-03	CY214002	USA	N	4
A/Wisconsin/03/2017	2017-01-03	CY214010	USA	N	4
A/Wisconsin/04/2017	2017-01-09	CY226471	USA	N	4
A/Wisconsin/05/2017	2017-01-11	CY226479	USA	N	4
A/Wisconsin/06/2017	2017-01-13	CY218110	USA	N	4
A/Wisconsin/07/2017	2017-01-13	CY218118	USA	N	4
A/Wisconsin/10/2017	2017-01-18	CY226527	USA	N	4
A/Wisconsin/11/2017	2017-01-24	CY226535	USA	N	4
A/Wisconsin/15/2017	2017-01-20	CY216441	USA	N	4
A/Wisconsin/19/2017	2017-01-23	CY239705	USA	N	4
A/Wisconsin/22/2016	2016-01-31	KX414545	USA	N	4
A/Wisconsin/26/2017	2017-02-22	CY226998	USA	N	4
A/Wisconsin/27/2016	2016-02-18	KX414968	USA	N	4
A/Wisconsin/27/2017	2017-02-22	CY227006	USA	N	4
A/Wisconsin/28/2017	2017-03-07	CY230213	USA	N	4
A/Wisconsin/29/2016	2016-02-19	KX414976	USA	N	4
A/Wisconsin/29/2017	2017-03-07	CY230229	USA	N	4
A/Wisconsin/31/2017	2017-03-01	CY223309	USA	N	4
A/Wisconsin/312/2017	2017-05-01	CY234810	USA	N	4
A/Wisconsin/313/2017	2017-05-08	CY234818	USA	N	4
A/Wisconsin/315/2017	2017-06-23	CY239968	USA	N	4
A/Wisconsin/316/2017	2017-07-07	CY239976	USA	N	4
A/Wisconsin/317/2017	2017-07-21	CY242046	USA	N	4
A/Wisconsin/318/2017	2017-07-24	CY242398	USA	N	4
A/Wisconsin/32/2016	2016-02-26	KX415392	USA	N	4
A/Wisconsin/320/2017	2017-08-05	CY243726	USA	N	4
A/Wisconsin/322/2017	2017-08-20	CY245078	USA	N	4
A/Wisconsin/323/2017	2017-08-22	CY245070	USA	N	4
A/Wisconsin/324/2017	2017-09-05	CY245302	USA	N	4
A/Wisconsin/326/2017	2017-09-07	CY245310	USA	N	4
A/Wisconsin/327/2017	2017-09-22	CY249939	USA	N	4
A/Wisconsin/328/2017	2017-09-25	CY249931	USA	N	4
A/Wisconsin/330/2017	2017-09-29	CY250595	USA	N	4
A/Wisconsin/331/2017	2017-10-06	CY250587	USA	N	4
A/Wisconsin/332/2017	2017-10-24	CY258052	USA	N	4
A/Wisconsin/333/2017	2017-10-24	CY258060	USA	N	4
A/Wisconsin/334/2017	2017-11-02	CY260010	USA	N	4
A/Wisconsin/335/2017	2017-11-07	CY260018	USA	N	4
A/Wisconsin/337/2017	2017-11-20	CY261225	USA	N	4
A/Wisconsin/339/2017	2017-12-09	CY264345	USA	N	4
A/Wisconsin/34/2017	2017-03-21	CY230349	USA	N	4
A/Wisconsin/340/2017	2017-12-09	CY264353	USA	N	4
A/Wisconsin/35/2017	2017-03-21	CY230357	USA	N	4
A/Wisconsin/36/2016	2016-03-11	KX415744	USA	N	4
A/Wisconsin/37/2016	2016-03-11	KX415760	USA	N	4
A/Wisconsin/37/2017	2017-03-13	CY227718	USA	N	4
A/Wisconsin/39/2017	2017-03-19	CY228701	USA	N	4
A/Wisconsin/44/2017	2017-04-13	CY233346	USA	N	4
A/Wisconsin/47/2017	2017-04-03	CY230810	USA	N	4
A/Wisconsin/49/2017	2017-04-20	CY234626	USA	N	4
A/Wisconsin/52/2016	2016-03-16	KX416304	USA	N	4
A/Wisconsin/53/2016	2016-03-21	KX416312	USA	N	4
A/Wisconsin/62/2016	2016-04-18	KX416992	USA	N	4
A/Wisconsin/72/2016	2016-07-04	KX916812	USA	N	4
A/Wisconsin/74/2016	2016-08-08	KX916924	USA	N	4
A/Wisconsin/78/2016	2016-09-07	KY044209	USA	N	4
A/Wisconsin/83/2016	2016-09-24	KY115934	USA	N	4
A/Wisconsin/84/2016	2016-09-29	KY116198	USA	N	4
A/Wisconsin/85/2016	2016-10-02	KY116182	USA	N	4
A/Wisconsin/86/2016	2016-10-14	KY116622	USA	N	4
A/Wisconsin/91/2016	2016-11-14	CY209240	USA	N	4
A/Wisconsin/92/2016	2016-11-25	CY210671	USA	N	4
A/Wisconsin/95/2016	2016-11-29	CY217954	USA	N	4
A/Wisconsin/97/2016	2016-12-06	CY212026	USA	N	4
A/Wisconsin/98/2016	2016-12-06	CY235456	USA	N	4
A/Wisconsin/ORCH00001/2018	2018-01-31	MK262897	USA	N	4
A/Wisconsin/ORCH00002/2018	2018-03-09	MK262898	USA	N	4
A/Wyoming/01/2017	2017-01-03	CY214786	USA	N	4
A/Wyoming/03/2017	2017-01-12	CY216385	USA	N	4
A/Wyoming/04/2017	2017-01-16	CY216393	USA	N	4
A/Wyoming/06/2017	2017-01-26	CY220447	USA	N	4
A/Wyoming/07/2016	2016-03-10	KX416064	USA	N	4
A/Wyoming/07/2017	2017-02-09	CY221981	USA	N	4
A/Wyoming/08/2016	2016-03-14	KX416072	USA	N	4
A/Wyoming/08/2017	2017-02-13	CY221989	USA	N	4
A/Wyoming/10/2016	2016-03-21	KX416488	USA	N	4
A/Wyoming/10/2017	2017-02-28	CY223189	USA	N	4
A/Wyoming/11/2017	2017-03-02	CY223181	USA	N	4
A/Wyoming/12/2017	2017-03-06	CY225358	USA	N	4
A/Wyoming/15/2016	2016-03-23	KX416504	USA	N	4
A/Wyoming/16/2017	2017-04-06	CY230866	USA	N	4
A/Wyoming/17/2017	2017-04-11	CY230874	USA	N	4
A/Wyoming/21/2017	2017-10-05	CY256253	USA	N	4
A/Wyoming/22/2016	2016-04-17	KX917732	USA	N	4
A/Wyoming/24/2017	2017-10-28	CY260551	USA	N	4
A/Wyoming/25/2017	2017-11-06	CY260559	USA	N	4
A/Wyoming/26/2017	2017-11-15	CY261320	USA	N	4
A/Wyoming/27/2017	2017-11-22	CY261328	USA	N	4
A/Wyoming/29/2016	2016-10-03	KY116366	USA	N	4
A/Wyoming/31/2017	2017-12-08	CY264513	USA	N	4
A/Wyoming/34/2016	2016-12-07	CY212666	USA	N	4
A/Wyoming/6716/2018	2018-01-08	MH779064	USA	N	4
A/Wyoming/7396/2018	2018-03-08	MK503088	USA	N	4
A/environment/Indiana/16TOSU3546/2016	2016-06-01	KY935555	USA	N	4
A/environment/Indiana/16TOSU3553/2016	2016-06-01	KY935523	USA	N	4
A/environment/Indiana/16TOSU3767/2016	2016-07-01	KY935491	USA	N	4
A/environment/Indiana/16TOSU3843/2016	2016-07-01	KY935501	USA	N	4
A/environment/Indiana/16TOSU3854/2016	2016-07-01	KY935535	USA	N	4
