strain	date	accession	country	region	segment_name
A/Nicaragua/6186_07/2017	2017-09-07	CY266497	Nicaragua	T	6
A/Nicaragua/6247_06/2017	2017-08-26	CY266537	Nicaragua	T	6
A/Nicaragua/6267_08/2017	2017-07-13	CY266593	Nicaragua	T	6
A/Nicaragua/6268_15/2017	2017-08-31	MH842470	Nicaragua	T	6
A/Nicaragua/6271_08/2016	2016-11-12	CY256996	Nicaragua	T	6
A/Nicaragua/6487_12/2016	2016-10-22	CY257428	Nicaragua	T	6
A/Nicaragua/6651_11/2017	2017-07-31	CY266737	Nicaragua	T	6
A/Nicaragua/6678_06/2016	2016-11-29	CY257316	Nicaragua	T	6
A/Nicaragua/6796_14/2017	2017-08-17	MH842478	Nicaragua	T	6
A/Nicaragua/6823_22/2016	2016-11-03	CY257124	Nicaragua	T	6
A/Nicaragua/6842_18/2016	2016-11-01	CY257404	Nicaragua	T	6
A/Nicaragua/6919_17/2017	2017-08-23	CY266665	Nicaragua	T	6
A/Nicaragua/6933_28/2017	2017-08-28	CY266673	Nicaragua	T	6
A/Nicaragua/7056_03/2016	2016-10-28	CY257356	Nicaragua	T	6
A/Nicaragua/7243_09/2016	2016-11-06	CY257204	Nicaragua	T	6
A/Nicaragua/7302_15/2017	2017-07-12	MH842486	Nicaragua	T	6
A/Nicaragua/7473_10/2016	2016-12-22	CY240765	Nicaragua	T	6
A/Nicaragua/7803_01/2017	2017-08-15	CY266481	Nicaragua	T	6
A/Nicaragua/7943_11/2016	2016-11-12	CY257020	Nicaragua	T	6
A/Nicaragua/8053_08/2017	2017-08-02	CY266577	Nicaragua	T	6
A/Nicaragua/8100_07/2016	2016-11-03	CY257132	Nicaragua	T	6
A/Nicaragua/8156_07/2016	2016-11-06	CY257196	Nicaragua	T	6
A/Nicaragua/8165_10/2016	2016-12-12	CY256964	Nicaragua	T	6
A/Nicaragua/8176_07/2017	2017-08-29	CY266889	Nicaragua	T	6
A/Nicaragua/8190_02/2017	2017-08-18	CY266441	Nicaragua	T	6
A/Nicaragua/8200_02/2017	2017-08-15	CY266801	Nicaragua	T	6
A/Nicaragua/8337_09/2016	2016-10-31	CY257412	Nicaragua	T	6
A/Nicaragua/8493_03/2016	2016-10-30	CY257380	Nicaragua	T	6
A/Nicaragua/8539_09/2017	2017-07-11	MH842534	Nicaragua	T	6
A/Nicaragua/8540_14/2017	2017-07-30	CY266785	Nicaragua	T	6
A/Nicaragua/8689_12/2017	2017-08-24	CY266721	Nicaragua	T	6
A/Nicaragua/8727_10/2017	2017-07-21	CY266657	Nicaragua	T	6
A/Nicaragua/8733_12/2017	2017-08-19	CY266857	Nicaragua	T	6
A/Nicaragua/8738_08/2017	2017-08-11	MH842550	Nicaragua	T	6
A/Nicaragua/8744_07/2016	2016-11-27	CY257308	Nicaragua	T	6
A/Nicaragua/8764_14/2017	2017-08-09	MH842574	Nicaragua	T	6
A/Nicaragua/8765_10/2017	2017-08-17	CY266713	Nicaragua	T	6
A/Nicaragua/8774_10/2016	2016-12-22	CY240757	Nicaragua	T	6
A/Nicaragua/8876_07/2017	2017-08-08	MH842582	Nicaragua	T	6
A/Nicaragua/8899_11/2017	2017-10-27	MH842590	Nicaragua	T	6
A/Nicaragua/9065_11/2017	2017-07-28	CY266865	Nicaragua	T	6
A/Nicaragua/9073_02/2016	2016-12-14	CY240725	Nicaragua	T	6
A/Nicaragua/9084_02/2017	2017-09-29	CY266521	Nicaragua	T	6
A/Nicaragua/9094_05/2016	2016-11-02	CY257116	Nicaragua	T	6
A/Nicaragua/9103_06/2017	2017-08-14	MH842598	Nicaragua	T	6
A/Nicaragua/9130_04/2017	2017-08-18	CY266449	Nicaragua	T	6
A/Nicaragua/9146_04/2017	2017-09-21	CY266641	Nicaragua	T	6
A/Nicaragua/9155_07/2017	2017-08-09	CY266601	Nicaragua	T	6
A/Nicaragua/9159_03/2016	2016-11-12	CY257092	Nicaragua	T	6
A/Nicaragua/9267_07/2017	2017-07-21	CY266681	Nicaragua	T	6
A/Nicaragua/9379_04/2017	2017-10-14	CY266617	Nicaragua	T	6
A/Nicaragua/9450_06/2017	2017-07-11	MH842367	Nicaragua	T	6
A/Nicaragua/9452_07/2017	2017-07-21	CY266705	Nicaragua	T	6
A/Nicaragua/9475_09/2017	2017-08-20	MH842614	Nicaragua	T	6
A/Nicaragua/9489_07/2017	2017-07-15	CY266361	Nicaragua	T	6
A/Nicaragua/9506_04/2017	2017-08-28	CY266417	Nicaragua	T	6
A/Nicaragua/9508_06/2017	2017-10-11	CY266649	Nicaragua	T	6
A/Nicaragua/9515_01/2017	2017-08-07	MH842622	Nicaragua	T	6
A/Nicaragua/9537_03/2017	2017-09-09	CY266569	Nicaragua	T	6
A/Nicaragua/9554_04/2017	2017-08-21	CY266697	Nicaragua	T	6
A/Nicaragua/9560_01/2017	2017-09-15	CY266385	Nicaragua	T	6
A/Nicaragua/9693_02/2017	2017-06-12	MH842670	Nicaragua	T	6
A/Nicaragua/9707_02/2017	2017-09-21	CY266729	Nicaragua	T	6
A/Nicaragua/9713_01/2017	2017-07-11	CY266513	Nicaragua	T	6
A/Nicaragua/9828_01/2017	2017-08-11	CY266817	Nicaragua	T	6
A/Nicaragua/9852_01/2017	2017-07-31	MH842686	Nicaragua	T	6
A/Ohio/02/2017	2017-01-10	CY216179	USA	N	6
A/Ohio/04/2017	2017-02-01	CY220337	USA	N	6
A/Ohio/05/2017	2017-02-07	CY223712	USA	N	6
A/Ohio/08/2017	2017-02-19	CY231072	USA	N	6
A/Ohio/10/2017	2017-04-04	CY232358	USA	N	6
A/Ohio/11/2017	2017-04-17	CY234572	USA	N	6
A/Ohio/20/2016	2016-04-25	KX917742	USA	N	6
A/Ohio/30/2016	2016-08-10	KX916870	USA	N	6
A/Ohio/31/2016	2016-08-14	KY003580	USA	N	6
A/Ohio/31/2017	2017-07-25	CY242288	USA	N	6
A/Ohio/32/2017	2017-07-29	CY242304	USA	N	6
A/Ohio/34/2016	2016-08-17	KX916342	USA	N	6
A/Ohio/36/2017	2017-08-21	CY244683	USA	N	6
A/Ohio/37/2017	2017-08-23	CY244691	USA	N	6
A/Ohio/38/2016	2016-10-16	KY116664	USA	N	6
A/Ohio/39/2016	2016-10-22	CY210324	USA	N	6
A/Ohio/39/2017	2017-09-05	CY245184	USA	N	6
A/Ohio/42/2017	2017-09-19	CY247199	USA	N	6
A/Ohio/44/2017	2017-10-10	CY258110	USA	N	6
A/Ohio/46/2017	2017-10-15	CY258102	USA	N	6
A/Ohio/47/2017	2017-11-03	CY260529	USA	N	6
A/Ohio/48/2017	2017-11-08	CY261234	USA	N	6
A/Ohio/5236/2016	2016-03-26	CY209993	USA	N	6
A/Oklahoma/02/2016	2016-01-14	KX949361	USA	N	6
A/Oklahoma/02/2017	2017-01-02	CY215148	USA	N	6
A/Oklahoma/03/2017	2017-01-02	CY215156	USA	N	6
A/Oklahoma/05/2017	2017-01-23	CY216723	USA	N	6
A/Oklahoma/07/2017	2017-02-06	CY223255	USA	N	6
A/Oklahoma/09/2016	2016-03-29	KX917590	USA	N	6
A/Oklahoma/09/2017	2017-02-08	CY223247	USA	N	6
A/Oklahoma/11/2017	2017-02-22	CY223263	USA	N	6
A/Oklahoma/12/2017	2017-02-23	CY231058	USA	N	6
A/Oklahoma/13/2017	2017-03-02	CY227848	USA	N	6
A/Oklahoma/18/2016	2016-12-02	CY212083	USA	N	6
A/Oklahoma/20/2017	2017-03-14	CY228767	USA	N	6
A/Oklahoma/24/2017	2017-03-30	CY234540	USA	N	6
A/Oklahoma/26/2017	2017-10-06	CY258158	USA	N	6
A/Oklahoma/33/2017	2017-11-20	CY261433	USA	N	6
A/Oklahoma/34/2017	2017-12-03	CY265015	USA	N	6
A/Oklahoma/6966/2018	2018-02-06	MK381634	USA	N	6
A/Oregon/01/2016	2016-01-08	KX413923	USA	N	6
A/Oregon/01/2017	2017-01-02	CY214756	USA	N	6
A/Oregon/02/2016	2016-01-14	KX414675	USA	N	6
A/Oregon/02/2017	2017-01-02	CY214764	USA	N	6
A/Oregon/03/2017	2017-01-09	CY216371	USA	N	6
A/Oregon/04/2016	2016-02-02	KX414683	USA	N	6
A/Oregon/04/2017	2017-01-16	CY216379	USA	N	6
A/Oregon/05/2017	2017-01-14	CY220233	USA	N	6
A/Oregon/07/2017	2017-02-06	CY222999	USA	N	6
A/Oregon/09/2017	2017-01-24	CY224104	USA	N	6
A/Oregon/10/2016	2016-03-15	KX416242	USA	N	6
A/Oregon/10/2017	2017-02-23	CY224096	USA	N	6
A/Oregon/11/2017	2017-03-10	CY230596	USA	N	6
A/Oregon/12/2016	2016-03-18	KX416250	USA	N	6
A/Oregon/12/2017	2017-03-14	CY230604	USA	N	6
A/Oregon/13/2017	2017-02-25	CY230852	USA	N	6
A/Oregon/14/2017	2017-02-28	CY230860	USA	N	6
A/Oregon/15/2017	2017-09-28	CY256063	USA	N	6
A/Oregon/18/2017	2017-10-21	CY258406	USA	N	6
A/Oregon/20/2016	2016-11-01	CY209282	USA	N	6
A/Oregon/22/2016	2016-11-26	CY211932	USA	N	6
A/Oregon/23/2017	2017-11-12	CY261306	USA	N	6
A/Oregon/24/2017	2017-11-17	CY261314	USA	N	6
A/Orel/CRIE-06/2016	2016-11-07	KY288890	Russia	N	6
A/Pennsylvania/01/2017	2017-01-10	CY214348	USA	N	6
A/Pennsylvania/03/2016	2016-01-23	KX412848	USA	N	6
A/Pennsylvania/05/2017	2017-02-07	CY223776	USA	N	6
A/Pennsylvania/06/2017	2017-02-08	CY222839	USA	N	6
A/Pennsylvania/07/2017	2017-02-08	CY222847	USA	N	6
A/Pennsylvania/08/2016	2016-01-08	KX414059	USA	N	6
A/Pennsylvania/105/2016	2016-12-17	CY214428	USA	N	6
A/Pennsylvania/108/2016	2016-12-12	CY226489	USA	N	6
A/Pennsylvania/112/2016	2016-12-15	CY226505	USA	N	6
A/Pennsylvania/114/2016	2016-12-15	CY218176	USA	N	6
A/Pennsylvania/115/2016	2016-12-15	CY230159	USA	N	6
A/Pennsylvania/117/2016	2016-12-28	CY218200	USA	N	6
A/Pennsylvania/118/2016	2016-12-27	CY216107	USA	N	6
A/Pennsylvania/119/2016	2016-12-30	CY216123	USA	N	6
A/Pennsylvania/15/2017	2017-02-15	CY224056	USA	N	6
A/Pennsylvania/16/2017	2017-02-20	CY227192	USA	N	6
A/Pennsylvania/17/2017	2017-02-20	CY227200	USA	N	6
A/Pennsylvania/257/2017	2017-08-08	CY243505	USA	N	6
A/Pennsylvania/262/2017	2017-08-24	CY244659	USA	N	6
A/Pennsylvania/263/2017	2017-10-01	CY249989	USA	N	6
A/Pennsylvania/27/2017	2017-03-06	CY234258	USA	N	6
A/Pennsylvania/270/2017	2017-12-05	CY264563	USA	N	6
A/Pennsylvania/271/2017	2017-12-06	CY264571	USA	N	6
A/Pennsylvania/37/2016	2016-03-18	KX416082	USA	N	6
A/Pennsylvania/40/2016	2016-03-10	KX917198	USA	N	6
A/Pennsylvania/70/2016	2016-05-02	KX918254	USA	N	6
A/Pennsylvania/72/2016	2016-05-03	KX918246	USA	N	6
A/Pennsylvania/73/2016	2016-05-04	KX916142	USA	N	6
A/Pennsylvania/74/2016	2016-05-23	KX916158	USA	N	6
A/Pennsylvania/82/2016	2016-04-14	KX916446	USA	N	6
A/Pennsylvania/87/2016	2016-09-21	KY116208	USA	N	6
A/Pennsylvania/88/2016	2016-09-27	KY116224	USA	N	6
A/Pennsylvania/90/2016	2016-10-18	CY210262	USA	N	6
A/Pennsylvania/92/2016	2016-10-29	KY289060	USA	N	6
A/Pennsylvania/93/2016	2016-11-09	CY210355	USA	N	6
A/Pennsylvania/95/2016	2016-11-15	CY210363	USA	N	6
A/Pennsylvania/97/2016	2016-11-11	CY210705	USA	N	6
A/Pennsylvania/99/2016	2016-12-08	CY212732	USA	N	6
A/Pernambuco/9511/2018	2018-05-02	MN787822	Brazil	T	6
A/Perth/133/2017	2017-07-28	MN570057	Australia	S	6
A/Perth/141/2017	2017-08-07	MN570081	Australia	S	6
A/Perth/144/2017	2017-08-03	MN570089	Australia	S	6
A/Perth/158/2017	2017-08-13	MN570105	Australia	S	6
A/Perth/203/2017	2017-08-28	MN570169	Australia	S	6
A/Perth/22/2016	2016-04-15	CY254651	Australia	S	6
A/Perth/352/2017	2017-12-22	MN570217	Australia	S	6
A/Perth/4/2018	2018-01-22	MN570225	Australia	S	6
A/Perth/78/2016	2016-07-24	CY254883	Australia	S	6
A/Perth/78A/2016	2016-07-29	CY255579	Australia	S	6
A/RobatKarim/21210/2016	2016-01-18	KY328809	Iran	N	6
A/Rochester/U031/2017	2017-01-24	MF782994	USA	N	6
A/Rochester/U036/2017	2017-02-08	MF782989	USA	N	6
A/Rochester/U037/2017	2017-02-08	MF783016	USA	N	6
A/Rochester/U040/2017	2017-02-20	MF782913	USA	N	6
A/Rochester/U042/2017	2017-02-28	MF783017	USA	N	6
A/Rochester/U103/2017	2017-01-17	MF782882	USA	N	6
A/Rochester/U104/2017	2017-01-24	MF782999	USA	N	6
A/Rochester/U105/2017	2017-01-26	MF782890	USA	N	6
A/Rochester/U106/2017	2017-02-03	MF782954	USA	N	6
A/Rochester/U203/2017	2017-02-20	MF782990	USA	N	6
A/Saitama/DS6-40/2016	2016-01-15	LC408979	Japan	N	6
A/Saitama/DS7-102/2016	2016-12-12	LC408985	Japan	N	6
A/Saitama/DS7-104/2016	2016-12-12	LC408986	Japan	N	6
A/Saitama/DS7-105/2016	2016-12-11	LC408987	Japan	N	6
A/Saitama/DS7-179/2016	2016-12-20	LC409004	Japan	N	6
A/Santiago/PUC-MVL_003/2017	2017-01-11	MH346757	Chile	S	6
A/Santiago/PUC-MVL_005/2017	2017-01-17	MH347162	Chile	S	6
A/Santiago/PUC-MVL_012/2017	2017-01-31	MH347029	Chile	S	6
A/Santiago/PUC-MVL_012/2018	2018-02-27	MH347040	Chile	S	6
A/Santiago/PUC-MVL_013/2017	2017-02-22	MH346693	Chile	S	6
A/Santiago/PUC-MVL_022/2018	2018-05-28	MK159850	Chile	S	6
A/Santiago/PUC-MVL_025/2018	2018-06-04	MK159858	Chile	S	6
A/Santiago/PUC-MVL_026/2017	2017-05-02	MH347218	Chile	S	6
A/Santiago/PUC-MVL_038/2017	2017-05-23	MH346734	Chile	S	6
A/Santiago/PUC-MVL_042/2018	2018-06-22	MK159829	Chile	S	6
A/Santiago/PUC-MVL_051/2017	2017-05-30	MH346883	Chile	S	6
A/Santiago/PUC-MVL_058/2017	2017-05-31	MH347027	Chile	S	6
A/Santiago/PUC-MVL_097/2017	2017-06-08	MH346701	Chile	S	6
A/Santiago/PUC-MVL_145/2017	2017-06-17	MH347100	Chile	S	6
A/Santiago/PUC-MVL_161/2017	2017-06-20	MH346794	Chile	S	6
A/Santiago/PUC-MVL_188/2017	2017-06-27	MH347014	Chile	S	6
A/Santiago/PUC-MVL_220/2017	2017-07-06	MH346798	Chile	S	6
A/Santiago/RMS_op010d0/2017	2017-06-05	MH346684	Chile	S	6
A/Santiago/RMS_op013d0/2017	2017-06-13	MH346637	Chile	S	6
A/Santiago/RMS_p004d0/2017	2017-03-15	MH347057	Chile	S	6
A/Santiago/op002d0/2017	2017-05-11	MH347195	Chile	S	6
A/Santiago/op004d0/2017	2017-05-22	MH347200	Chile	S	6
A/Santiago/p003d0/2018	2018-06-18	MK159807	Chile	S	6
A/Santiago/p008d0/2017	2017-05-30	MH346605	Chile	S	6
A/Santiago/p010d0/2017	2017-06-01	MH347187	Chile	S	6
A/Santiago/p019d0/2017	2017-06-09	MH346873	Chile	S	6
A/Santiago/p022d0/2017	2017-06-13	MH346824	Chile	S	6
A/Santiago/p024d0/2017	2017-06-14	MH346973	Chile	S	6
A/Santiago/p025d0/2017	2017-06-15	MH346535	Chile	S	6
A/Santiago/p027d0/2017	2017-06-19	MH346789	Chile	S	6
A/Santiago/p030d0/2017	2017-06-19	MH347021	Chile	S	6
A/Saratov/CRIE-250/2017	2017-01-19	MF736995	Russia	N	6
A/Seoul/1287/2018	2018-03-05	MN826673	South		
A/Seoul/739/2017	2017-07-24	MK159059	South		
A/Shahrekord/22596/2016	2016-01-22	KY328811	Iran	N	6
A/Shandong-Fushan/1157/2017	2017-03-07	MF593788	China	N	6
A/Shandong-Fushan/1182/2016	2016-03-16	MF593766	China	N	6
A/Shandong-Fushan/1183/2017	2017-03-14	MF593784	China	N	6
A/Shandong-Fushan/1257/2016	2016-03-22	MF593768	China	N	6
A/Shandong-Fushan/148/2017	2017-01-23	MF593769	China	N	6
A/Shandong-Fushan/1631/2016	2016-12-10	MF593774	China	N	6
A/Shandong-Fushan/164/2017	2017-02-14	MF593780	China	N	6
A/Shandong-Fushan/1711/2016	2016-12-15	MF593775	China	N	6
A/Shandong-Fushan/1721/2016	2016-12-18	MF593776	China	N	6
A/Shandong-Fushan/1726/2016	2016-11-11	MF593777	China	N	6
A/Shandong-Zhifu/1125/2017	2017-03-07	MF593787	China	N	6
A/Shandong-Zhifu/1128/2017	2017-02-28	MF593789	China	N	6
A/Shandong-Zhifu/1158/2017	2017-03-07	MF593782	China	N	6
A/Shandong-Zhifu/1159/2017	2017-03-14	MF593786	China	N	6
A/Shandong-Zhifu/1175/2017	2017-03-14	MF593785	China	N	6
A/Shandong-Zhifu/148/2017	2017-02-14	MF593781	China	N	6
A/Shandong-Zhifu/149/2017	2017-02-07	MF593772	China	N	6
A/Shandong-Zhifu/150/2017	2017-02-07	MF593770	China	N	6
A/Shandong-Zhifu/162/2017	2017-02-07	MF593771	China	N	6
A/Shandong-Zhifu/164/2016	2016-02-03	MF593765	China	N	6
A/Shandong-Zhifu/164/2017	2017-02-07	MF593773	China	N	6
A/Shandong-Zhifu/1666/2016	2016-11-17	MF593778	China	N	6
A/Shanghai/1/2016	2016-09-14	MG984179	China	N	6
A/Shanghai/12/2017	2017-01-13	MG984203	China	N	6
A/Shanghai/16/2017	2017-01-25	MG984235	China	N	6
A/Shanghai/17/2017	2017-01-25	MG984243	China	N	6
A/Shanghai/19/2017	2017-01-31	MG984259	China	N	6
A/Shanghai/2/2016	2016-11-11	MG984267	China	N	6
A/Shanghai/26/2017	2017-02-17	MG984120	China	N	6
A/Shanghai/28/2017	2017-02-24	MG984171	China	N	6
A/Shanghai/29/2017	2017-05-16	MG984291	China	N	6
A/Shanghai/3/2016	2016-11-25	MG984299	China	N	6
A/Shanghai/30/2017	2017-06-23	MG984307	China	N	6
A/Shanghai/31/2017	2017-06-23	MG984315	China	N	6
A/Shanghai/32/2017	2017-07-19	MG984323	China	N	6
A/Shanghai/34/2017	2017-07-27	MG984339	China	N	6
A/Shanghai/38/2017	2017-08-11	MG984371	China	N	6
A/Shanghai/39/2017	2017-08-15	MG984379	China	N	6
A/Shanghai/4/2016	2016-12-02	MG984387	China	N	6
A/Shanghai/40/2017	2017-08-19	MG984395	China	N	6
A/Shanghai/42/2017	2017-08-21	MG984411	China	N	6
A/Shanghai/43/2017	2017-08-21	MG984419	China	N	6
A/Shanghai/47/2017	2017-08-29	MG984451	China	N	6
A/Shanghai/49/2017	2017-09-05	MG984467	China	N	6
A/Shanghai/5/2016	2016-12-02	MG984475	China	N	6
A/Shanghai/51/2017	2017-09-08	MG984491	China	N	6
A/Shanghai/52/2017	2017-09-12	MG984499	China	N	6
A/Shanghai/57/2017	2017-09-19	MG984105	China	N	6
A/Shanghai/6/2016	2016-12-20	MG984515	China	N	6
A/Shanghai/7/2016	2016-12-30	MG984523	China	N	6
A/Singapore/NHRC_RGN0208/2017	2017-07-03	MG279224	Singapore	T	6
A/Singapore/NHRC_RGN0210/2017	2017-07-04	MG279232	Singapore	T	6
A/Singapore/NHRC_RGN0212/2017	2017-07-04	MG279240	Singapore	T	6
A/Smolensk/CRIE-44/2016	2016-12-07	MF736974	Russia	N	6
A/SouthCarolina/NHRC_JX42043/2018	2018-01-11	MK898435	USA	N	6
A/Spain/7044/2018	2018-01-02	MK382126	Spain	N	6
A/Sydney/1/2017	2017-01-20	MN571273	Australia	S	6
A/Sydney/101/2016	2016-06-04	CY254379	Australia	S	6
A/Sydney/1013/2016	2016-07-08	CY254611	Australia	S	6
A/Sydney/1059/2016	2016-08-16	CY254955	Australia	S	6
A/Sydney/1065/2016	2016-08-15	CY254963	Australia	S	6
A/Sydney/1092/2016	2016-09-02	CY255027	Australia	S	6
A/Sydney/1094/2016	2016-09-08	CY255083	Australia	S	6
A/Sydney/11/2017	2017-01-03	MN571345	Australia	S	6
A/Sydney/115/2016	2016-07-01	CY254619	Australia	S	6
A/Sydney/129/2016	2016-06-30	CY254491	Australia	S	6
A/Sydney/14/2017	2017-01-11	MN571393	Australia	S	6
A/Sydney/140/2016	2016-07-10	CY254627	Australia	S	6
A/Sydney/142/2016	2016-06-30	CY254547	Australia	S	6
A/Sydney/143/2016	2016-07-02	CY254635	Australia	S	6
A/Sydney/152/2017	2017-05-09	MN571401	Australia	S	6
A/Sydney/155/2017	2017-06-05	MN571409	Australia	S	6
A/Sydney/156/2017	2017-06-13	MN571417	Australia	S	6
A/Sydney/158/2017	2017-06-15	MN571433	Australia	S	6
A/Sydney/160/2017	2017-06-20	MN571449	Australia	S	6
A/Sydney/163/2017	2017-06-27	MN571465	Australia	S	6
A/Sydney/178/2017	2017-08-16	MN571481	Australia	S	6
A/Sydney/18/2017	2017-01-30	MN571497	Australia	S	6
A/Sydney/180/2017	2017-08-30	MN571505	Australia	S	6
A/Sydney/182/2017	2017-08-29	MN571521	Australia	S	6
A/Sydney/183/2017	2017-08-30	MN571537	Australia	S	6
A/Sydney/185/2017	2017-08-30	MN571553	Australia	S	6
A/Sydney/186/2017	2017-08-30	MN571561	Australia	S	6
A/Sydney/189/2017	2017-07-17	MN571569	Australia	S	6
A/Sydney/19/2017	2017-02-11	MN571577	Australia	S	6
A/Sydney/19/2018	2018-02-18	MN571585	Australia	S	6
A/Sydney/195/2017	2017-09-20	MN571617	Australia	S	6
A/Sydney/197/2017	2017-09-06	MN571633	Australia	S	6
A/Sydney/198/2017	2017-09-05	MN571641	Australia	S	6
A/Sydney/2/2017	2017-01-28	MN571649	Australia	S	6
A/Sydney/201/2017	2017-09-06	MN571681	Australia	S	6
A/Sydney/21/2017	2017-02-07	MN571721	Australia	S	6
A/Sydney/212/2017	2017-09-06	MN571745	Australia	S	6
A/Sydney/226/2017	2017-08-16	MN571793	Australia	S	6
A/Sydney/227/2017	2017-07-04	MN571801	Australia	S	6
A/Sydney/228/2017	2017-07-03	MN571809	Australia	S	6
A/Sydney/229/2017	2017-07-04	MN571817	Australia	S	6
A/Sydney/230/2017	2017-07-04	MN571833	Australia	S	6
A/Sydney/233/2017	2017-06-16	MN571841	Australia	S	6
A/Sydney/25/2017	2017-02-09	MN571857	Australia	S	6
A/Sydney/26/2017	2017-01-25	MN571865	Australia	S	6
A/Sydney/266/2016	2016-08-13	CY254915	Australia	S	6
A/Sydney/27/2017	2017-01-27	MN571873	Australia	S	6
A/Sydney/29/2016	2016-01-10	CY254236	Australia	S	6
A/Sydney/29/2017	2017-02-01	MN571889	Australia	S	6
A/Sydney/3/2018	2018-01-26	MN571897	Australia	S	6
A/Sydney/30/2017	2017-02-04	MN571905	Australia	S	6
A/Sydney/32/2017	2017-02-06	MN571921	Australia	S	6
A/Sydney/33/2017	2017-02-12	MN571929	Australia	S	6
A/Sydney/34/2017	2017-02-27	MN571937	Australia	S	6
A/Sydney/35/2017	2017-02-19	MN571953	Australia	S	6
A/Sydney/36/2017	2017-01-23	MN571961	Australia	S	6
A/Sydney/37/2017	2017-01-23	MN571969	Australia	S	6
A/Sydney/38/2017	2017-02-14	MN571977	Australia	S	6
A/Sydney/39/2017	2017-02-16	MN571985	Australia	S	6
A/Sydney/40/2017	2017-02-16	MN572001	Australia	S	6
A/Sydney/41/2017	2017-02-17	MN572009	Australia	S	6
A/Sydney/503/2018	2018-02-25	MN572097	Australia	S	6
A/Sydney/507/2017	2017-08-14	MN572113	Australia	S	6
A/Sydney/511/2017	2017-08-15	MN572161	Australia	S	6
A/Sydney/514/2017	2017-08-14	MN572193	Australia	S	6
A/Sydney/517/2017	2017-08-21	MN572225	Australia	S	6
A/Sydney/519/2017	2017-08-20	MN572249	Australia	S	6
A/Sydney/527b/2017	2017-08-31	MN572313	Australia	S	6
A/Sydney/531/2017	2017-08-23	MN572337	Australia	S	6
A/Sydney/532/2017	2017-08-17	MN572345	Australia	S	6
A/Sydney/534/2017	2017-08-17	MN567995	Australia	S	6
A/Sydney/536/2017	2017-08-18	MN572361	Australia	S	6
A/Sydney/540/2017	2017-08-23	MN572385	Australia	S	6
A/Sydney/549/2017	2017-08-29	MN572425	Australia	S	6
A/Sydney/554/2017	2017-08-30	MN572465	Australia	S	6
A/Sydney/556/2017	2017-08-29	MN572473	Australia	S	6
A/Sydney/561/2017	2017-09-19	MN572481	Australia	S	6
A/Sydney/6/2017	2017-01-28	MN572505	Australia	S	6
A/Sydney/701/2017	2017-09-01	MN572537	Australia	S	6
A/Sydney/704/2017	2017-09-02	MN572545	Australia	S	6
A/Sydney/706/2017	2017-09-03	MN572553	Australia	S	6
A/Sydney/71/2017	2017-02-11	MN572577	Australia	S	6
A/Sydney/710/2017	2017-09-05	MN572585	Australia	S	6
A/Sydney/711/2017	2017-09-05	MN572593	Australia	S	6
A/Sydney/712/2017	2017-09-05	MN572601	Australia	S	6
A/Sydney/716/2017	2017-09-07	MN572617	Australia	S	6
A/Sydney/717/2017	2017-09-07	MN572625	Australia	S	6
A/Sydney/718/2017	2017-09-07	MN572633	Australia	S	6
A/Sydney/72/2017	2017-02-12	MN572649	Australia	S	6
A/Sydney/73/2017	2017-02-13	MN572689	Australia	S	6
A/Sydney/731/2017	2017-09-17	MN572697	Australia	S	6
A/Sydney/735/2017	2017-09-20	MN572721	Australia	S	6
A/Sydney/75/2017	2017-02-22	MN572753	Australia	S	6
A/Sydney/76/2017	2017-02-22	MN572761	Australia	S	6
A/Sydney/8/2017	2017-01-27	MN572769	Australia	S	6
A/Sydney/80/2016	2016-03-03	CY254283	Australia	S	6
A/Sydney/9/2016	2016-01-08	CY254228	Australia	S	6
A/Sydney/9/2017	2017-01-19	MN572793	Australia	S	6
A/Taipei/0020/2016	2016-01-05	KY487331	Taiwan	N	6
A/Taipei/0088/2016	2016-12-06	KY949765	Taiwan	N	6
A/Taipei/0092/2016	2016-12-19	KY949635	Taiwan	N	6
A/Taipei/0095/2016	2016-12-22	KY949634	Taiwan	N	6
A/Taipei/0122/2017	2017-02-02	MH637463	Taiwan	N	6
A/Taipei/0123/2017	2017-02-03	MH637714	Taiwan	N	6
A/Tasmania/1001/2016	2016-07-20	CY254475	Australia	S	6
A/Tasmania/21/2016	2016-08-12	CY254723	Australia	S	6
A/Tasmania/213/2016	2016-11-13	CY255507	Australia	S	6
A/Tasmania/3/2016	2016-02-11	CY254267	Australia	S	6
A/Tasmania/43/2017	2017-06-09	MN572865	Australia	S	6
A/Tasmania/97/2016	2016-09-19	CY255235	Australia	S	6
A/Tehran/21220/2016	2016-01-18	KY328810	Iran	N	6
A/Tehran/50179/2016	2016-04-04	KY328814	Iran	N	6
A/Tehran/55986/2016	2016-10-13	KY328808	Iran	N	6
A/Tennessee/02/2016	2016-02-05	KX414715	USA	N	6
A/Tennessee/02/2017	2017-01-14	CY216043	USA	N	6
A/Tennessee/03/2016	2016-03-04	KY044136	USA	N	6
A/Tennessee/04/2017	2017-01-15	CY216051	USA	N	6
A/Tennessee/06/2017	2017-01-04	CY226649	USA	N	6
A/Tennessee/07/2017	2017-01-09	CY226625	USA	N	6
A/Tennessee/12/2017	2017-01-24	CY226609	USA	N	6
A/Tennessee/13/2017	2017-01-26	CY226657	USA	N	6
